,Video Id,Title,Description,Category
2332,M4OMDDzeSfA,PT 365 VISION IAS (SCIENCE AND TECHNOLOGY) 2021 FULL FOR UPSC,scienceandtechnology #PT365 #2021 #2022 #UPSC JOIN OUR TELEGRAM CHANNEL FOR SUPPORT ( DAILY QUESTION + CONTENT ) ...,Science & Technology
2333,p8c0vbABiEk,Future Bhutan |  RUB ACM STUDENT CHAPTER | College of Science and Technology,"Future Bhutan, Technology animation by: 1. Leki Tshering- 3IT 2. Thinley Zangmo Sherpa- 3C Video Theme:""Technology and Bhutan"". College of Science and ...",Science & Technology
2334,kGlihniSNoE,Science and Technology - Background Music for Medical and Technological Video,#science #medical #technology.,Science & Technology
2335,keewI5SgbdA,2 മാർക്ക് ഉറപ്പിക്കാം|Science &amp; Technology |Degree Level KERALA PSC |Sippy Nourdeen,#SippyNourdeen​ #9747201900​,Science & Technology
2336,am65UslTFOw,Informal Speaking (Simulated Conversation)# 33 Theme: Science and Technology: Access to Technology,Themes: 4. How Science and Technology affects our lives: 4.1. Access to Technology 4.4.Innovations Global Challenges: 6.6 Social Conscience The transcript ...,Science & Technology
2337,-OjikKVtU9k,SU Henson School of Science and Technology – Undergraduate Commencement Ceremony – Spring 2021,"Congratulations to bachelor's degree recipients from SU's Henson School of Science and Technology! Bachelor's degree recipients from the Class of 2021, and ...",Science & Technology
2338,9EuFSCKNBt8,Food Science and Technology in Sri Lanka | ආහාර විද්‍යාව හා තාක්ෂණය | Tech Food,"Food Technology | Food science and Technology | ආහාර තාක්ෂණය | Food technology Sinhala | Education channel, Food technology Sri Lanka | Tech Food ...",Science & Technology
2339,ViIdI1rUnlE,Indian Institute of Space Science and Technology IIST - ISRO,Indian Institute of space science and technology is a world class institute which was established by Department of Space. It is located in Trivandrum and trains ...,Science & Technology
2340,SAzpE-ZrVFM,"Dr John Lyons - Alumni Award Winner 2019 for Engineering, Science and Technology","Dr John Lyons PhD is a chemist, molecular biologist, healthcare executive and a globally recognised expert in cancer drug discovery. A 1979 graduate John ...",Science & Technology
2341,4HnziuQE2Zo,TSD: Armenian History of Science and Technology,"WE RISE BY LIFTING OTHERS... Armenia has a long tradition of excellence in science, technology, and education. The video is a new initiative of TSD company ...",Science & Technology
2342,dXXxz2wEvqs,Science and Technology | Most Expected MCQs Related ISRO | Praveen S | Sadhana Academy | Shikaripura,Sadhana_Academy #Manjunatha_B Science and Technology Space Technology General Science Physics History of ISRO Satellites and Launch Vehicle ...,Science & Technology
2343,XDX6w49CYVs,Current Affairs - Science &amp; Technology (2nd Dec - 7th Dec),NeutrinoObservatory #WhiteDwarf #TyphoonKammuri #UPSCCurrrentAffairs Drishti IAS is pleased to bring a daily CURRENT AFFAIRS Programme - covering ...,Science & Technology
2344,D834VT5oumc,MindMaps for UPSC - Nanotechnology: Concepts &amp; Related Information (Science and Technology),Nanotechnology #ScienceTechnology #UPSCMindMap Drishti IAS is pleased to bring a UPSC MIND MAP Programme - covering relevant and important static ...,Science & Technology
2345,k4xqyJX5bkQ,10th (NIOS) Science &amp; Technology (212) Hindi Medium Solve TMA (Session-2021)| project | STUDY CIRCLE,Hello Students ! Welcome to PI STUDY CIRCE.. In this video you will get the answers of TMA ( Tutor Mark Assignment ) 10th NIOS Science & Technology (212).,Science & Technology
2346,ydm0zkFHAwg,Important MCQs on Science &amp; Tech | APPSC &amp; TSPSC | Rajitha Kura,"In this class, Rajitha Mam will discuss Top MCQs on Science & Tech. This class will be useful for candidates preparing for APPSC & TSPSC Exams. This class ...",Science & Technology
2347,cVsv3CTv0WU,MPSC Rajyaseva Prelims | Complete Science and Technology in 20 minutes | MPSC 2020 | Sanjay Pahade,"Use code ""hisanjaylive"" to get 10% off. GS १ मधील विज्ञान हा विषय. तस बघितले तर हा विषय नेहमी टेन्शन देणारा. बिलकूल बदनाम गालिका ...",Science & Technology
2348,6N4PZk5lGvc,The World’s Top Science and Technology Hotspots – Global Innovation Index 2020,"Innovation is often concentrated in geographical “hotspots” – cities and regions. According to WIPO's Global Innovation Index 2020, Tokyo-Yokohama is the top ...",Science & Technology
2349,Exe8YmKMJHY,National Biopharma Mission | Science &amp; Tech | AAGAAZ 2.0 UPSC CSE/IAS Prelims 2021,"In this session, Sachin Kadam will be teaching about Science and Technology for UPSC CSE/IAS 2022/23 Sachin Umrao Kadam's Course details: ...",Science & Technology
2350,eWKdNloGepE,"पर्यावरण पारिस्थितिकी | Part-1 | Science &amp; Technology | For RAS Pre, SI, HM | By Madhukar Kotawe","2PM-Sci. & tech. | विज्ञान एवं प्रौद्योगिकी | Part-19 | For RAS Pre, SI, HM | By Madhukar Kotawe ई-शिक्षा के क्षेत्र में नया धमाका.",Science & Technology
2351,MMGPOJPiah0,UPSC 2021: UPSC Previous Years Questions Analysis Science &amp; Technology - 2016 | @GradeUp,"UPSC 2021: UPSC Previous Years Questions Analysis Science & Technology - 2016 | @GradeUp IAS 2021: Watch ""UPSC Previous Years Questions Analysis ...",Science & Technology
2352,u9CoIkE8tQI,SCIENCE AND TECHNOLOGY | RENEWABLE AND NON - RENEWABLE RESOURCES | PSC DEGREE LEVEL PRELIMINARY EXAM,SCIENCE AND TECHNOLOGY | RENEWABLE AND NON - RENEWABLE RESOURCES | PSC DEGREE LEVEL PRELIMINARY EXAM | TIPS N TRICKS ...,Science & Technology
2353,-SFzhT9aKPQ,Defence Special सारे सवाल एक साथ | Science and Technology | Crack UPSC CSE/IAS 2021 | By Krati Singh,In this video – Krati Singh will be discussing Defence Special सारे सवाल एक साथ: Science and Technology. This session is crucial for laying the foundation ...,Science & Technology
2354,77RlIrq3psA,Jupiter Dawn Storm Auroras mystery solved - Science and Technology Current Affairs,studyiq | study iq | study iq current affairs | April current affairs 2021 #Jupiter #DawnStorm #Auroras mystery solved - #ScienceandTechnology #CurrentAffairs ...,Science & Technology
2355,C6ksq7ZGr2Y,HOW TO PREPARE FOR SECRETARIAT ASSISTANT EXAM| SCIENCE &amp; TECHNOLOGY HEALTH CARE|ONLINE PSC COACHING,"The content being discussed in this Online PSC Coaching video will be helpful for those appearing for various Lower Division Clerk Exams, University Assistant ...",Science & Technology
2356,j6G1iZA_-_s,Science and Technology | Strategy | Syllabus in Details | UPSC Prelims &amp; Mains,"SCIENCE & TECHNOLOGY Technology, Economic Development, Bio-diversity, Environment, Security and Disaster Management. Science and Technology- ...",Science & Technology
2357,1Un5QRy3E-I,STS 10 Ch.1 Lesson 1- Historical Antecedents of Science and Technology (Part 1),,Science & Technology
2358,p-h0bi4J0oI,Science and Technology for RRB NTPC - विज्ञान और प्रद्योगिकी पूरे एक साल के करंट अफेयर्स #Railways,Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and breadth of almost all ...,Science & Technology
2359,_J8oA-gueGU,General Science and Technology | Objective Questions | Analytical Answers | Praveen S | Sadhana,Sadhana_Academy #Manjunatha_B Science and Technology General Science Physics General Science MCQs in Kannada Science and Technology MCQs in ...,Science & Technology
2360,Ni5A8sGqZkY,International Webinar on Innovations in Science and Technology IWIST-2021,,Science & Technology
2361,fr5eYd2khjY,"Skolkovo Institute of Science and Technology - Moscow, Russia",,Science & Technology
2362,JL3goXA5vBM,"#Science and technology in telugu | Most Imp sci and tech bits for RRB,PC,SI all competitive exams",most important 1000 practice bits in science and technology in telugu for all competitive exams | practice bits | online coaching |part-1 సైన్స్ అండ్ ...,Science & Technology
2363,ATaZ0kW0sU8,MindMaps for UPSC - Integrated Guided Missile Development Programme (Science &amp; Technology),IGMDP #DRDO #UPSCMindMap #Prelims2020 Drishti IAS is pleased to bring a PRELIMS MIND MAP Programme - covering relevant and important static ...,Science & Technology
2364,-pR122Dl15E,SCIENCE &amp; TECHNOLOGY CURRENT AFFAIRS | વિજ્ઞાન અને ટેક્નોલૉજી | STI | DYSO | GPSC 12 | DHYEY GPSC,dhyey_gpsc #STI #DYSO #Science_and_tech_for_gpsc #Indian_Economy_for_GPSC વધુ માહિતી માટે ટેલિગ્રામ ચેનલ જોઇન કરો ...,Science & Technology
2365,0tihIlxrRFI,Vel Tech Rangarajan Dr.Sagunthala R&amp;D Institute of Science and Technology,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology And Also Follow Us On : Web: https://www.veltech.edu.in/ Facebook ...,Science & Technology
2366,NCps1UcQaFQ,Dyso model paper||nayab mamalatdar Model paper 2019||science and technology,"Dyso model paper ,nayab mamalatdar, science and technology prashno telegram chenal Link https://t.me/joinchat/AAAAAE62hI8FHOtCGNuNTQ arthtantra ...",Science & Technology
2367,XDVKEQKTIkk,Science and Technology Questions Analysis | Ravikanth Y K | Siddanna Dalawayi  | Spardha Genius,Subscribe for Ravikanth Science You Tube Channel https://t.me/RKSCIENCE3108 Join Telegram RK SCIENCE for Notes.,Science & Technology
2368,i3kIHSSyrrg,Space Technology | MPSC GS-4 | Science and Technology | Viraj Kothari | Chanakya Mandal Pariwar,mpsc #gs4 #spacetechnology राज्यसेवा मुख्य GS-4 - विज्ञान आणि तंत्रज्ञान Topic: Introduction to Space Technology Faculty: Mr. Viraj ...,Science & Technology
2369,ai2WS_8p22U,TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE Recruitment 2021 In Tamil | RK Jobs Info,TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE Recruitment 2021 In Tamil Subscribe here ...,Science & Technology
2370,2K7T8_jkZO0,MPSC - State Services Main Exam - Science &amp; Technology Indian Missile Programme By Umakant Waghmare,"MPSC - State Services Main Exam - Science & Technology Indian Missile Programme By Prof. Umakant Waghmare; 25/05/2021, Tuesday, 2:00 PM To 4:00 PM ...",Science & Technology
2371,quvPSKtLYsg,"Israel: A powerhouse of science, technology and innovation",Israel Ministry of Science and Technology.,Science & Technology
2372,jSU1iTXD23Q,"Sathyabama Institute of Science and Technology , Photo Journey","Sathyabama Institute of Science and Technology , Photo Journey.",Science & Technology
2373,n26olx8x8Bk,Science &amp; Technology - सामान्य विज्ञान GK- प्रीलिम्स Revision Series |  By Dr. Raina Sarraff,"In this session, Dr. Raina Sarraff will be discussing ""Science & Technology"" with the help of theory and MCQs for UPPSC prelims, PCS, SI, RO, ARO and for all ...",Science & Technology
2374,o3oKlY72wkU,École Polytechnique&#39;s Master of Science and Technology - How to apply,"In this video, we give you all the tips to prepare a strong application for the Master of Science and Technology at École Polytechnique, one of the leading science ...",Science & Technology
2375,89SkWnI0QF0,Nios Class 10th Science &amp; Technology Very Important Questions With Answers || Complete Syllabus 🌟,Nios Class 10th Science & Technology Very Important Questions With Answers || Complete Syllabus 1# Nios class 10th important questions with Solution ...,Science & Technology
2376,71LkSAdsKNw,WORKERS&#39; DAY - Namibia University of Science and Technology (NUST),Employees from the Namibia University of Science and Technology share their Workers' Day messages.,Science & Technology
2377,jX1I4gCxz4E,Science and Technology MCQ Part 3 | Kerala PSC KAS Degree Level Prelims Questions | PSC Bulletin,Kerala Administrative Service | KAS Online Coaching | Kerala KAS Examination | Kerala PSC | PSC Degree Level Exam Online Coaching | Free PSC Coaching ...,Science & Technology
2378,jX1I4gCxz4E,Science and Technology MCQ Part 3 | Kerala PSC KAS Degree Level Prelims Questions | PSC Bulletin,Kerala Administrative Service | KAS Online Coaching | Kerala KAS Examination | Kerala PSC | PSC Degree Level Exam Online Coaching | Free PSC Coaching ...,Science & Technology
2379,437L9eCHrms,All Space Mission of NASA &amp; ISRO | Science and Technology Current Affairs 2020| RRB NTPC Special PDF,For PDF and Post - www.kvguruji.in November 2020 Current Affairs - https://imojo.in/Nov2020 Topic Wise 2020 CA 8 Month - https://imojo.in/TopicWiseCA2020 ...,Science & Technology
2380,ZHv0qh5mWOA,MSc. Food Science and Technology Entrance Exam MCQs (Set-1) | CSIR |  CFTRI | BHU | DUET | NIFTEM |,Starting ➡ 00:19 MCQ ➡ 10 - 03:21 MCQ ➡ 20 - 06:55 MCQ ➡ 30 - 10:18 Food Tech Quizzes ➡ 10:38. #Foodscience #Foodtechnologyexam #FstEntrance ...,Science & Technology
2381,M_U3OZjmHfc,Premix || Science and Technology || 15th June 2021 || UPSC prelims,"Hello everyone , let's quickly discuss 5 MCQs from Science and technology for UPSC prelims. We are making Civil Services Preparation Affordable and ...",Science & Technology
2382,qSpLYfPzC84,Artificial Intelligence | Science &amp; Technology | UPSC CSE 2020 | Rakesh Verma,"In this video, EX IAS Officer Rakesh Verma will discuss Artificial Intelligence from the subject of Science and Technology which will be helpful for UPSC CSE ...",Science & Technology
2383,19WXxXGj0ww,Hogeschool Leiden zoekt: directeur voor de faculteit Science &amp; Technology (vacature),Voor de faculteit Science & Technology (S&T) zijn we momenteel op zoek naar een directeur. Bekijk de video voor meer informatie over deze vacature.,Science & Technology
2384,KaqnHF_I6go,Science and Technology | Nuclear Diplomacy | Manjunatha B | Sadhana Academy | Shikaripura,Science and Technology #Manjunatha_B #Sadhana_Academy ಸಾಧನಾ ಅಕಾಡೆಮಿಯ ಯೂಟ್ಯೂಬ್‌ ಚಾನಲ್‌ ಮತ್ತು ಆಂಡ್ರಾಯ್ಡ್‌ ಆಪ್‌ ...,Science & Technology
