Catalog Number,Calendar Date,Eclipse Time,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration
10970,2619 September 30,00:02:28,2021,7665,144,P,1.1256,0.762,61.2N,89.2W,0,265,,
10971,2620 March 26,07:06:11,2023,7671,149,A,-0.3125,0.9636,13.7S,92.2E,72,330,138,03m46s
10972,2620 September 18,13:15:47,2026,7677,154,T,0.3476,1.0565,19.4N,1.6W,70,211,198,04m35s
10973,2621 March 15,09:03:08,2028,7683,159,A,0.408,0.926,18.9N,42.7E,66,149,301,08m20s
10974,2621 September 8,06:02:19,2031,7689,164,T,-0.3793,1.0713,14.1S,86.8E,68,29,249,05m45s
10975,2622 March 4,08:34:43,2033,7695,169,P,1.0946,0.7963,61.2N,15.3W,0,104,,
10976,2622 July 30,12:18:09,2035,7700,136,Pe,1.4872,0.1039,63.0N,136.4E,0,314,,
10977,2622 August 28,21:41:59,2036,7701,174,P,-1.1408,0.7425,61.6S,151.5E,0,70,,
10978,2623 January 22,23:41:24,2038,7706,141,P,-1.0937,0.8199,63.3S,29.1W,0,222,,
10979,2623 July 19,19:00:06,2040,7712,146,A,0.7738,0.9589,66.8N,60.2W,39,223,235,03m10s
10980,2624 January 12,13:45:09,2043,7718,151,T,-0.3874,1.0433,43.8S,8.4W,67,341,157,03m21s
10981,2624 July 7,20:02:10,2045,7724,156,Am,0.015,0.9487,23.4N,110.2W,89,191,188,06m24s
10982,2625 January 1,05:25:27,2048,7730,161,T,0.2829,1.0361,6.8S,104.8E,74,171,126,03m32s
10983,2625 June 26,22:15:44,2050,7736,166,A,-0.7444,0.972,24.6S,150.9W,42,8,150,03m17s
10984,2625 December 21,18:00:12,2053,7742,171,P,1.0058,0.971,66.1N,95.5W,0,168,,
10985,2626 May 17,22:28:40,2055,7747,138,P,1.1476,0.7318,69.1N,53.1E,0,21,,
10986,2626 June 16,07:13:26,2055,7748,176,P,-1.4523,0.1621,66.5S,72.1E,0,8,,
10987,2626 November 11,06:08:45,2057,7753,143,P,-1.218,0.5874,70.0S,56.1W,0,150,,
10988,2627 May 7,14:52:04,2060,7759,148,T,0.4129,1.0688,40.8N,41.0W,65,166,246,05m22s
10989,2627 October 31,05:43:51,2062,7765,153,A,-0.514,0.9358,44.0S,89.1E,59,18,278,06m44s
10990,2628 April 26,06:52:57,2065,7771,158,T,-0.3105,1.0392,4.0S,89.1E,72,347,138,03m53s
10991,2628 October 19,09:57:24,2067,7777,163,A,0.2284,0.9854,2.7N,39.0E,77,195,53,01m39s
10992,2629 April 15,17:56:38,2070,7783,168,P,-1.0887,0.8209,71.5S,22.1W,0,303,,
10993,2629 October 8,21:35:29,2072,7789,173,T,0.9363,1.0312,59.0N,106.3W,20,214,302,02m10s
10994,2630 March 6,03:42:09,2075,7794,140,P,1.1288,0.735,72.1N,64.3E,0,109,,
10995,2630 August 30,06:10:52,2077,7800,145,T,-0.9302,1.0568,56.1S,68.9E,21,29,514,03m53s
10996,2631 February 23,03:55:11,2080,7806,150,A,0.4211,0.9419,14.0N,126.3E,65,164,236,07m13s
10997,2631 August 19,20:47:03,2082,7812,155,T,-0.2025,1.0249,1.2N,124.7W,78,14,86,02m36s
10998,2632 February 12,10:25:37,2085,7818,160,A,-0.2969,0.9938,30.9S,40.1E,73,345,23,00m36s
10999,2632 August 8,04:59:27,2087,7824,165,A,0.5886,0.9695,51.2N,126.5E,54,198,136,02m49s
11000,2633 January 31,23:31:25,2090,7830,170,T,-0.9592,1.0266,79.9S,64.6W,16,261,332,01m27s
11001,2633 June 28,15:48:41,2092,7835,137,Pe,-1.4864,0.1291,66.7S,41.2W,0,354,,
11002,2633 July 28,06:45:14,2092,7836,175,P,1.3679,0.333,69.4N,115.6W,0,337,,
11003,2633 December 23,04:12:15,2094,7841,142,P,1.0909,0.8313,66.1N,137.9E,0,192,,
11004,2634 June 17,19:34:22,2097,7847,147,A,-0.6854,0.9862,19.8S,99.1W,47,353,67,01m36s
11005,2634 December 12,15:11:13,2099,7853,152,A,0.4303,0.9723,2.2N,36.7W,64,189,110,03m19s
11006,2635 June 7,06:28:22,2102,7859,157,T,0.1063,1.0447,28.8N,90.3E,84,168,150,04m04s
11007,2635 December 1,18:56:55,2104,7865,162,A,-0.2774,0.9302,37.4S,103.5W,74,17,272,07m47s
11008,2636 May 26,22:30:53,2107,7871,167,T,0.8322,1.0661,71.8N,165.5E,33,128,392,03m48s
11009,2636 November 19,18:16:59,2109,7877,172,As,-0.9719,0.9164,70.9S,163.3E,13,113,-,05m33s
11010,2637 April 17,05:51:33,2111,7882,139,P,-1.0525,0.9013,61.6S,170.8E,0,292,,
11011,2637 October 10,07:42:11,2114,7888,144,P,1.1709,0.6802,61.4N,147.6E,0,256,,
11012,2638 April 6,14:50:17,2117,7894,149,A,-0.35,0.9635,11.6S,23.4W,69,331,140,03m52s
11013,2638 September 29,21:06:37,2119,7900,154,T,0.4007,1.0554,18.1N,118.4W,66,210,198,04m31s
11014,2639 March 26,16:36:39,2122,7906,159,A,0.3749,0.9281,21.4N,70.2W,68,149,288,07m58s
11015,2639 September 19,13:50:24,2124,7912,164,T,-0.3212,1.0683,15.0S,29.4W,71,30,234,05m28s
11016,2640 March 14,16:21:09,2127,7918,169,P,1.0672,0.8439,61.0N,140.1W,0,95,,
11017,2640 September 8,05:10:48,2129,7924,174,P,-1.0807,0.8532,61.3S,30.9E,0,79,,
11018,2641 February 2,08:20:04,2131,7929,141,P,-1.0971,0.815,62.6S,167.5W,0,231,,
11019,2641 July 30,01:35:56,2134,7935,146,A,0.8602,0.9545,68.1N,140.0W,30,242,326,03m20s
11020,2642 January 22,22:36:33,2136,7941,151,T,-0.3923,1.0443,41.4S,138.1W,67,337,160,03m24s
11021,2642 July 19,02:27:54,2139,7947,156,A,0.104,0.9493,26.6N,155.8E,84,197,187,06m00s
11022,2643 January 12,14:14:06,2142,7953,161,T,0.2784,1.0341,6.0S,27.0W,74,166,119,03m18s
11023,2643 July 8,05:00:57,2144,7959,166,A,-0.6602,0.9768,18.2S,106.7E,49,12,109,02m44s
11024,2644 January 2,02:31:07,2147,7965,171,A+,1.0021,0.9759,65.0N,127.1E,0,157,-,-
11025,2644 May 28,06:05:58,2149,7970,138,P,1.2051,0.6236,68.2N,72.3W,0,10,,
11026,2644 June 26,14:29:01,2149,7971,176,P,-1.3767,0.3016,65.5S,46.7W,0,18,,
11027,2644 November 21,13:47:29,2151,7976,143,P,-1.2468,0.539,69.0S,177.5E,0,162,,
11028,2645 May 17,22:43:18,2154,7982,148,T,0.4686,1.0707,47.4N,157.7W,62,170,261,05m17s
11029,2645 November 10,13:18:36,2156,7988,153,A,-0.5477,0.9344,49.9S,23.6W,57,15,293,06m35s
11030,2646 May 7,14:41:46,2159,7994,158,T,-0.2602,1.0396,2.1N,29.4W,75,350,137,04m00s
11031,2646 October 30,17:46:59,2161,8000,163,A,0.1902,0.9857,3.2S,79.4W,79,193,51,01m38s
11032,2647 April 27,01:30:49,2164,8006,168,P,-1.045,0.898,70.8S,148.5W,0,316,,
11033,2647 October 20,05:38:03,2167,8012,173,T,0.8932,1.0324,50.5N,122.8E,26,204,243,02m27s
11034,2648 March 16,11:21:54,2169,8017,140,P,1.1552,0.6917,72.3N,64.5W,0,95,,
11035,2648 September 9,13:51:23,2171,8023,145,Ts,-0.9929,1.0479,70.1S,79.1W,5,60,-,02m48s
11036,2649 March 5,11:55:21,2174,8029,150,A,0.4378,0.946,19.0N,5.2E,64,162,220,06m25s
11037,2649 August 30,04:03:55,2176,8035,155,T,-0.2732,1.0194,6.5S,124.2E,74,16,69,02m01s
11038,2650 February 22,18:53:59,2179,8041,160,A,-0.2856,0.9984,26.2S,86.4W,73,343,6,00m09s
11039,2650 August 19,11:45:23,2182,8047,165,A,0.511,0.9663,42.4N,23.7E,59,199,141,03m21s
11040,2651 February 12,08:17:28,2184,8053,170,T,-0.9502,1.0298,76.6S,139.9E,18,284,332,01m41s
11041,2651 August 8,13:13:27,2187,8059,175,P,1.2844,0.4757,70.3N,135.6E,0,325,,
11042,2652 January 3,12:55:42,2189,8064,142,P,1.0995,0.8144,67.2N,3.1W,0,181,,
11043,2652 June 28,02:31:12,2191,8070,147,A,-0.7603,0.9892,26.5S,154.7E,40,357,58,01m11s
11044,2652 December 22,23:31:17,2194,8076,152,A,0.4424,0.968,2.8N,162.0W,64,185,128,03m56s
11045,2653 June 17,13:53:05,2197,8082,157,T,0.0356,1.0493,25.5N,18.8W,88,173,164,04m37s
11046,2653 December 12,02:51:33,2199,8088,162,A,-0.2599,0.9271,38.0S,141.1E,75,12,284,08m21s
11047,2654 June 7,06:09:50,2202,8094,167,T,0.7665,1.0703,70.6N,70.1E,40,148,358,04m12s
11048,2654 December 1,02:03:29,2204,8100,172,A,-0.9477,0.9165,75.8S,53.4E,18,107,1021,05m41s
11049,2655 April 28,13:40:56,2207,8105,139,P,-1.1024,0.8094,62.0S,45.1E,0,301,,
11050,2655 May 27,22:51:50,2207,8106,177,Pb,1.505,0.0543,64.1N,62.4E,0,34,,
11051,2655 October 21,15:32:13,2209,8111,144,P,1.2084,0.6123,61.7N,21.7E,0,247,,
11052,2656 April 16,22:23:12,2212,8117,149,A,-0.3957,0.9633,10.5S,136.2W,67,333,143,04m00s
11053,2656 October 10,05:06:01,2214,8123,154,T,0.4468,1.0539,16.7N,122.2E,63,209,197,04m28s
11054,2657 April 6,00:01:46,2217,8129,159,A,0.335,0.9305,23.6N,179.4E,70,149,274,07m38s
11055,2657 September 29,21:43:07,2219,8135,164,T,-0.2675,1.0647,16.4S,146.6W,74,30,219,05m11s
11056,2658 March 26,00:02:23,2222,8141,169,P,1.035,0.9002,61.0N,96.4E,0,86,,
11057,2658 September 19,12:42:52,2225,8147,174,P,-1.0239,0.9564,61.1S,90.4W,0,87,,
11058,2659 February 13,16:57:15,2227,8152,141,P,-1.102,0.8073,62.0S,54.6E,0,241,,
11059,2659 August 10,08:11:51,2229,8158,146,A,0.9454,0.9487,67.6N,146.8E,19,266,584,03m30s
11060,2660 February 3,07:27:32,2232,8164,151,T,-0.3977,1.0457,38.2S,91.5E,66,333,165,03m30s
11061,2660 July 29,08:55:21,2235,8170,156,A,0.1914,0.9495,28.9N,61.8E,79,202,189,05m42s
11062,2661 January 22,23:02:23,2237,8176,161,T,0.274,1.0324,4.4S,158.8W,74,162,113,03m04s
11063,2661 July 18,11:48:08,2240,8182,166,A,-0.5766,0.9811,13.2S,4.5E,55,16,81,02m12s
11064,2662 January 12,11:02:26,2242,8188,171,A+,0.9996,0.9787,64.1N,10.0W,0,147,-,-
11065,2662 June 8,13:38:43,2245,8193,138,P,1.2666,0.5068,67.2N,163.9E,0,359,,
11066,2662 July 7,21:43:23,2245,8194,176,P,-1.2992,0.446,64.6S,164.8W,0,27,,
11067,2662 December 2,21:32:54,2247,8199,143,P,-1.2698,0.5007,67.9S,50.2E,0,174,,
11068,2663 May 29,06:28:21,2250,8205,148,T,0.5295,1.0719,53.7N,88.7E,58,174,276,05m07s
11069,2663 November 21,21:02:01,2252,8211,153,A,-0.5747,0.9333,54.9S,136.6W,55,11,305,06m26s
11070,2664 May 17,22:22:49,2255,8217,158,T,-0.204,1.0395,7.9N,145.4W,78,353,135,04m02s
11071,2664 November 10,01:46:10,2258,8223,163,A,0.1591,0.9861,8.2S,160.4E,81,190,50,01m36s
11072,2665 May 7,08:55:09,2260,8229,168,As,-0.9943,0.9668,66.3S,82.4E,4,334,-,02m35s
11073,2665 October 30,13:48:30,2263,8235,173,T,0.8563,1.033,43.6N,6.1W,31,198,215,02m40s
11074,2666 March 27,18:53:07,2265,8240,140,P,1.1881,0.6371,72.2N,168.8E,0,81,,
11075,2666 September 20,21:37:07,2268,8246,145,P,-1.0506,0.9186,72.2S,136.0E,0,88,,
11076,2666 October 20,05:56:28,2268,8247,183,Pb,1.5196,0.0226,71.3N,154.0E,0,236,,
11077,2667 March 16,19:47:40,2270,8252,150,A,0.4613,0.9506,24.6N,114.3W,62,161,203,05m36s
11078,2667 September 10,11:25:05,2273,8258,155,H,-0.3393,1.0134,14.2S,11.7E,70,18,49,01m22s
11079,2668 March 5,03:17:08,2276,8264,160,H,-0.2697,1.0035,21.0S,147.7E,74,342,13,00m21s
11080,2668 August 29,18:33:48,2278,8270,165,A,0.436,0.9627,33.7N,80.2W,64,199,149,03m59s
11081,2669 February 22,17:00:38,2281,8276,170,T,-0.939,1.0333,72.2S,7.0W,20,300,333,01m58s
11082,2669 August 18,19:43:41,2283,8282,175,P,1.202,0.6161,71.1N,25.7E,0,313,,
11083,2670 January 13,21:41:08,2286,8287,142,P,1.1061,0.8013,68.3N,145.2W,0,170,,
11084,2670 July 9,09:25:19,2288,8293,147,A,-0.8379,0.9915,35.0S,48.0E,33,2,55,00m52s
11085,2671 January 3,07:55:01,2291,8299,152,A,0.4505,0.9643,4.0N,71.7E,63,180,144,04m27s
11086,2671 June 28,21:15:30,2293,8305,157,T,-0.0374,1.0534,21.1N,128.0W,88,357,177,05m07s
11087,2671 December 23,10:50:32,2296,8311,162,A,-0.2466,0.9246,37.8S,24.7E,76,6,294,08m52s
11088,2672 June 17,13:46:16,2299,8317,167,T,0.6987,1.0735,67.3N,28.6W,45,164,335,04m36s
11089,2672 December 11,09:56:21,2301,8323,172,A,-0.9286,0.9165,80.5S,59.4W,21,102,874,05m47s
11090,2673 May 8,21:23:23,2304,8328,139,P,-1.1574,0.708,62.7S,79.1W,0,310,,
11091,2673 June 7,06:25:46,2304,8329,177,P,1.446,0.1665,64.9N,60.3W,0,24,,
11092,2673 October 31,23:29:55,2306,8334,144,P,1.2404,0.5544,62.2N,106.2W,0,238,,
11093,2674 April 28,05:47:47,2309,8340,149,A,-0.4477,0.9631,10.2S,113.0E,63,336,147,04m09s
11094,2674 October 21,13:13:05,2312,8346,154,T,0.4869,1.0522,15.4N,0.5E,61,207,196,04m25s
11095,2675 April 17,07:16:48,2314,8352,159,A,0.2868,0.9331,25.3N,72.2E,73,151,259,07m23s
11096,2675 October 11,05:43:47,2317,8358,164,T,-0.2206,1.0608,18.3S,94.2E,77,29,204,04m54s
11097,2676 April 5,07:35:27,2319,8364,169,An,0.9952,0.9336,61.9N,17.3W,4,84,-,04m25s
11098,2676 September 29,20:20:52,2322,8370,174,T,-0.9725,1.0089,60.1S,173.0E,13,73,134,00m33s
11099,2677 February 24,01:29:55,2324,8375,141,P,-1.1113,0.7915,61.6S,81.9W,0,250,,
11100,2677 August 20,14:50:18,2327,8381,146,P,1.0277,0.9182,61.7N,81.5E,0,296,,
11101,2678 February 13,16:14:59,2330,8387,151,T,-0.4062,1.0475,34.8S,38.7W,66,330,172,03m38s
11102,2678 August 9,15:23:56,2332,8393,156,A,0.2782,0.9492,30.4N,32.2W,74,206,194,05m30s
11103,2679 February 3,07:49:00,2335,8399,161,T,0.2685,1.0312,2.1S,69.7E,74,159,109,02m54s
11104,2679 July 29,18:37:06,2338,8405,166,A,-0.4933,0.9846,9.5S,97.5W,60,19,62,01m44s
11105,2680 January 23,19:32:56,2340,8411,171,An,0.997,0.9636,62.1N,144.2W,2,140,-,02m46s
11106,2680 June 18,21:08:08,2342,8416,138,P,1.3315,0.3827,66.2N,41.5E,0,349,,
11107,2680 July 18,04:58:41,2343,8417,176,P,-1.2212,0.5923,63.7S,77.3E,0,37,,
11108,2680 December 13,05:25:03,2345,8422,143,P,-1.2874,0.4715,66.8S,78.3W,0,185,,
11109,2681 June 8,14:07:31,2348,8428,148,T,0.5953,1.0724,59.7N,21.1W,53,181,294,04m54s
11110,2681 December 2,04:53:55,2350,8434,153,A,-0.5952,0.9326,58.6S,110.4E,53,5,314,06m18s
11111,2682 May 29,05:56:13,2353,8440,158,T,-0.1419,1.039,13.5N,100.9E,82,357,132,03m59s
11112,2682 November 21,09:54:31,2356,8446,163,A,0.1351,0.9866,12.2S,38.4E,82,187,48,01m32s
11113,2683 May 18,16:10:08,2358,8452,168,A,-0.9366,0.9706,49.7S,42.7W,20,349,305,02m44s
11114,2683 November 10,22:07:55,2361,8458,173,T,0.8266,1.0331,37.9N,135.4W,34,193,198,02m49s
11115,2684 April 7,02:17:17,2363,8463,140,P,1.2265,0.5732,71.9N,44.0E,0,67,,
11116,2684 October 1,05:28:03,2366,8469,145,P,-1.1036,0.8161,72.1S,4.5E,0,101,,
11117,2684 October 30,14:11:22,2367,8470,183,P,1.4864,0.0875,70.6N,17.5E,0,223,,
11118,2685 March 27,03:35:09,2369,8475,150,A,0.4895,0.9554,30.7N,127.5E,61,160,185,04m48s
11119,2685 September 20,18:50:12,2371,8481,155,H,-0.4011,1.0071,22.0S,101.7W,66,19,27,00m42s
11120,2686 March 16,11:34:58,2374,8487,160,H,-0.2486,1.009,15.4S,22.6E,76,342,32,00m54s
11121,2686 September 10,01:25:58,2377,8493,165,A,0.3646,0.9587,25.3N,174.7E,68,199,160,04m41s
11122,2687 March 6,01:38:13,2379,8499,170,T,-0.923,1.0374,66.9S,148.6W,22,312,330,02m19s
11123,2687 August 30,02:19:46,2382,8505,175,P,1.1238,0.749,71.7N,86.2W,0,300,,
11124,2688 January 25,06:24:18,2384,8510,142,P,1.1141,0.786,69.3N,72.8E,0,158,,
11125,2688 July 19,16:22:31,2387,8516,147,A,-0.9136,0.9926,45.6S,61.4W,24,8,64,00m41s
11126,2689 January 13,16:18:41,2390,8522,152,A,0.4578,0.9612,5.9N,54.7W,63,176,158,04m52s
11127,2689 July 9,04:36:31,2392,8528,157,Tm,-0.1123,1.0568,15.8N,122.4E,84,2,188,05m31s
11128,2690 January 2,18:52:25,2395,8534,162,A,-0.236,0.9226,36.6S,92.6W,76,1,301,09m17s
11129,2690 June 28,21:18:07,2398,8540,167,T,0.6272,1.0759,62.2N,131.3W,51,176,317,05m00s
11130,2690 December 22,17:55:30,2401,8546,172,A,-0.914,0.9168,85.1S,166.7W,23,89,795,05m52s
11131,2691 May 20,04:55:09,2403,8551,139,P,-1.2203,0.5922,63.4S,159.1E,0,320,,
11132,2691 June 18,13:52:32,2403,8552,177,P,1.3818,0.2885,65.9N,178.4E,0,15,,
11133,2691 November 12,07:38:14,2405,8557,144,P,1.2646,0.5105,62.8N,123.2E,0,229,,
11134,2691 December 11,21:05:53,2406,8558,182,Pb,-1.5501,0.0114,65.1S,76.1E,0,158,,
11135,2692 May 8,13:02:03,2408,8563,149,A,-0.5074,0.9627,11.2S,4.8E,59,339,155,04m21s
11136,2692 October 31,21:27:40,2411,8569,154,T,0.5212,1.0503,14.4N,123.3W,58,204,193,04m23s
11137,2693 April 27,14:23:45,2414,8575,159,A,0.232,0.9359,26.4N,32.5W,76,154,245,07m12s
11138,2693 October 21,13:50:36,2416,8581,164,T,-0.1793,1.0566,20.3S,26.3W,80,27,189,04m37s
11139,2694 April 16,15:01:10,2419,8587,169,A,0.9489,0.9422,63.2N,105.8W,18,103,679,04m05s
11140,2694 October 11,04:04:20,2422,8593,174,H,-0.9263,1.0054,59.5S,67.4E,22,65,49,00m21s
11141,2695 March 7,09:58:56,2424,8598,141,P,-1.1242,0.7693,61.3S,142.5E,0,259,,
11142,2695 August 31,21:32:02,2427,8604,146,P,1.1064,0.7816,61.3N,27.3W,0,287,,
11143,2696 February 25,00:58:48,2429,8610,151,T,-0.4179,1.0496,31.1S,168.7W,65,329,180,03m48s
11144,2696 August 19,21:57:56,2432,8616,156,A,0.3608,0.9485,31.1N,127.6W,69,210,201,05m24s
11145,2697 February 13,16:33:04,2435,8622,161,T,0.2612,1.0305,0.7N,61.3W,75,156,106,02m46s
11146,2697 August 9,01:29:22,2437,8628,166,A,-0.4116,0.9877,6.9S,160.1E,66,23,47,01m20s
11147,2698 February 3,04:01:19,2440,8634,171,An,0.9933,0.9625,59.1N,85.7E,5,135,-,02m52s
11148,2698 June 30,04:35:43,2442,8639,138,P,1.3983,0.2539,65.3N,80.1W,0,339,,
11149,2698 July 29,12:15:55,2443,8640,176,P,-1.1437,0.7385,63.0S,40.9W,0,46,,
11150,2698 December 24,13:21:08,2445,8645,143,P,-1.3014,0.4485,65.8S,152.7E,0,195,,
11151,2699 June 19,21:42:32,2448,8651,148,T,0.6645,1.072,64.9N,126.6W,48,191,314,04m38s
11152,2699 December 13,12:52:50,2451,8657,153,A,-0.6106,0.9325,60.9S,2.3W,52,356,320,06m08s
11153,2700 June 9,13:23:20,2453,8663,158,Tm,-0.0753,1.0379,18.7N,10.5W,86,1,128,03m49s
11154,2700 December 2,18:09:37,2456,8669,163,A,0.1159,0.9874,15.3S,84.8W,83,183,45,01m26s
11155,2701 May 29,23:16:46,2459,8675,168,A,-0.8726,0.972,39.4S,155.4W,29,356,206,02m54s
11156,2701 November 22,06:34:42,2462,8681,173,T,0.8026,1.0331,33.3N,94.4E,36,188,187,02m56s
11157,2702 April 19,09:30:34,2464,8686,140,P,1.2736,0.4942,71.4N,77.6W,0,53,,
11158,2702 October 13,13:25:52,2467,8692,145,P,-1.1504,0.7261,71.8S,128.5W,0,115,,
11159,2702 November 11,22:34:30,2467,8693,183,P,1.4601,0.139,69.8N,120.6W,0,210,,
11160,2703 April 8,11:13:59,2469,8698,150,A,0.5256,0.9605,37.2N,11.4E,58,159,167,04m01s
11161,2703 October 3,02:21:25,2472,8704,155,H,-0.457,1.0006,29.6S,143.4E,63,20,2,00m03s
11162,2704 March 27,19:45:56,2475,8710,160,H,-0.2211,1.0148,9.5S,101.1W,77,342,52,01m29s
11163,2704 September 21,08:23:52,2477,8716,165,A,0.2985,0.9545,17.3N,68.2E,73,198,173,05m26s
11164,2705 March 17,10:10:57,2480,8722,170,T,-0.9031,1.0419,61.0S,74.0E,25,321,327,02m44s
11165,2705 September 10,08:59:54,2483,8728,175,P,1.0484,0.8767,72.2N,160.4E,0,286,,
11166,2706 February 5,15:07:13,2485,8733,142,P,1.1218,0.7713,70.3N,69.9W,0,145,,
11167,2706 July 31,23:20:38,2488,8739,147,A,-0.9889,0.9911,63.0S,178.8W,7,20,240,00m41s
11168,2707 January 26,00:42:05,2491,8745,152,A,0.4646,0.9587,8.5N,178.7E,62,172,169,05m08s
11169,2707 July 21,11:58:10,2493,8751,157,T,-0.1871,1.0593,9.8N,11.7E,79,6,199,05m48s
11170,2708 January 15,02:56:17,2496,8757,162,A,-0.2277,0.9212,34.6S,149.2E,77,356,306,09m38s
11171,2708 July 10,04:49:16,2499,8763,167,T,0.5551,1.0774,56.1N,121.9E,56,183,302,05m22s
11172,2709 January 3,01:57:50,2502,8769,172,A,-0.9017,0.9175,87.5S,147.9E,25,14,737,05m55s
11173,2709 May 31,12:21:17,2504,8774,139,P,-1.2869,0.4697,64.2S,38.6E,0,329,,
11174,2709 June 29,21:16:23,2504,8775,177,P,1.3157,0.4139,66.8N,57.5E,0,4,,
11175,2709 November 23,15:53:41,2507,8780,144,P,1.2837,0.4759,63.6N,9.5W,0,219,,
11176,2709 December 23,05:25:45,2507,8781,182,P,-1.535,0.0371,66.1S,58.5W,0,168,,
11177,2710 May 20,20:07:03,2510,8786,149,A,-0.5738,0.962,13.6S,101.3W,55,343,166,04m34s
11178,2710 November 13,05:50:18,2512,8792,154,T,0.5489,1.0486,13.6N,110.5E,57,201,191,04m20s
11179,2711 May 9,21:21:41,2515,8798,159,A,0.1701,0.9385,26.5N,134.7W,80,157,231,07m05s
11180,2711 November 2,22:05:02,2518,8804,164,T,-0.1448,1.0523,22.3S,148.6W,82,25,175,04m21s
11181,2712 April 27,22:19:08,2521,8810,169,A,0.8956,0.9492,64.2N,156.8E,26,113,417,03m41s
11182,2712 October 22,11:55:16,2523,8816,174,H,-0.8873,1.0009,60.7S,45.3W,27,62,6,00m03s
11183,2713 March 18,18:21:32,2526,8821,141,P,-1.1428,0.7362,61.2S,8.6E,0,268,,
11184,2713 September 12,04:18:12,2528,8827,146,P,1.1807,0.6536,61.1N,137.1W,0,279,,
11185,2714 March 8,09:37:13,2531,8833,151,T,-0.4342,1.052,27.6S,62.3E,64,328,189,04m01s
11186,2714 September 1,04:36:50,2534,8839,156,A,0.4397,0.9474,31.3N,135.5E,64,212,213,05m24s
11187,2715 February 26,01:11:19,2537,8845,161,T,0.2495,1.0302,3.7N,169.2E,76,153,105,02m42s
11188,2715 August 21,08:26:53,2539,8851,166,A,-0.3333,0.99,5.4S,56.7E,70,25,37,01m03s
11189,2716 February 15,12:26:26,2542,8857,171,An,0.9874,0.9617,57.4N,43.8W,8,130,-,02m55s
11190,2716 July 11,12:01:43,2545,8862,138,Pe,1.4666,0.1219,64.4N,159.1E,0,330,,
11191,2716 August 9,19:35:30,2545,8863,176,P,-1.0674,0.8829,62.3S,159.5W,0,55,,
11192,2717 January 4,21:20:53,2547,8868,143,P,-1.3123,0.4307,64.7S,23.3E,0,206,,
11193,2717 July 1,05:13:30,2550,8874,148,T,0.7368,1.0707,69.2N,133.9E,42,206,342,04m20s
11194,2717 December 24,20:58:06,2553,8880,153,A,-0.621,0.9329,61.5S,115.6W,51,347,321,06m00s
11195,2718 June 20,20:43:15,2556,8886,158,T,-0.0034,1.0362,23.3N,119.4W,90,18,122,03m34s
11196,2718 December 14,02:32:46,2558,8892,163,A,0.1027,0.9885,17.3S,150.5E,84,178,41,01m17s
11197,2719 June 10,06:16:10,2561,8898,168,A,-0.8032,0.9726,30.8S,96.0E,36,1,165,03m04s
11198,2719 December 3,15:08:00,2564,8904,173,T,0.7837,1.0331,29.9N,36.8W,38,183,180,03m01s
11199,2720 April 29,16:37:17,2566,8909,140,P,1.3257,0.4061,70.7N,163.1E,0,41,,
11200,2720 October 23,21:30:13,2569,8915,145,P,-1.1917,0.6475,71.2S,97.2E,0,129,,
11201,2720 November 22,07:03:47,2570,8916,183,P,1.4388,0.1806,68.9N,100.5E,0,198,,
11202,2721 April 18,18:47:26,2572,8921,150,A,0.5665,0.9657,44.1N,103.1W,55,159,150,03m17s
11203,2721 October 13,09:57:38,2575,8927,155,A,-0.5077,0.994,37.0S,27.6E,59,20,24,00m34s
11204,2722 April 8,03:51:03,2577,8933,160,T,-0.1881,1.0208,3.5S,136.6E,79,343,72,02m06s
11205,2722 October 2,15:28:06,2580,8939,165,A,0.2384,0.9501,9.7N,39.7W,76,197,188,06m13s
11206,2723 March 28,18:35:42,2583,8945,170,T,-0.8766,1.0465,54.6S,59.8W,28,329,321,03m13s
11207,2723 September 21,15:48:55,2586,8951,175,An,0.9799,0.9291,70.0N,12.0E,11,242,-,05m24s
11208,2724 February 16,23:45:25,2588,8956,142,P,1.1327,0.7511,71.1N,148.0E,0,132,,
11209,2724 August 11,06:23:26,2591,8962,147,P,-1.061,0.8797,70.5S,56.2E,0,39,,
11210,2725 February 5,09:02:01,2594,8968,152,A,0.4734,0.9567,11.8N,52.9E,62,169,178,05m17s
11211,2725 July 31,19:21:13,2597,8974,157,T,-0.2611,1.0612,3.1N,100.0W,75,9,208,05m57s
11212,2726 January 25,10:59:24,2599,8980,162,A,-0.2189,0.9206,31.7S,30.7E,77,351,308,09m52s
11213,2726 July 21,12:17:48,2602,8986,167,T,0.4807,1.078,49.1N,12.9E,61,189,288,05m43s
11214,2727 January 14,10:03:51,2605,8992,172,A,-0.892,0.9189,83.8S,75.5E,26,325,691,05m57s
11215,2727 June 11,19:39:01,2607,8997,139,P,-1.359,0.3372,65.2S,80.2W,0,339,,
11216,2727 July 11,04:36:05,2608,8998,177,P,1.2468,0.5441,67.8N,62.7W,0,354,,
11217,2727 December 5,00:17:21,2610,9003,144,P,1.2968,0.4521,64.4N,144.5W,0,209,,
11218,2728 January 3,13:50:32,2611,9004,182,P,-1.5233,0.0567,67.2S,165.2E,0,179,,
